"w","Prod","UR","Wedge","Union","D7475","D7579"
3.20128982105923,1.3002734369993,2.26124429793145,-0.371804384770396,-0.653042339132507,0,0
3.21715942071135,1.31733275955758,2.32177363563977,-0.374935981538805,-0.653042339132507,0,0
3.22016718555833,1.32463186993737,2.36081870288461,-0.375254680054637,-0.653042339132507,0,0
3.22935010237669,1.3318825136307,2.37924722274416,-0.372828816219397,-0.653042339132507,0,0
3.24656821393866,1.3403955298686,2.3972655418038,-0.410827051885074,-0.653042339132507,0,0
3.23788667724592,1.35154481573185,2.44170522771169,-0.410511099270306,-0.653042339132507,0,0
3.23832337840091,1.36360245351843,2.45952868092053,-0.396210433012717,-0.653042339132507,0,0
3.25649621947891,1.378543069494,2.50937426272013,-0.39972713473517,-0.653042339132507,0,0
3.27501665744353,1.38275135101208,2.52521084400641,-0.414225522097506,-0.653042339132507,0,0
3.26337417157163,1.389659022864,2.5330501470583,-0.407869486822587,-0.653042339132507,0,0
3.26725914469106,1.39567049927158,2.50941969941862,-0.401854032804223,-0.653042339132507,0,0
3.28368753761404,1.40603563040134,2.47624536617552,-0.407760915379869,-0.653042339132507,0,0
3.27262314120309,1.39085285984633,2.45911691684137,-0.399368553259794,-0.653042339132507,0,0
3.27884811423675,1.39192122908158,2.45055952095504,-0.409363695495538,-0.653042339132507,0,0
3.29294587112756,1.39546829752519,2.45086194504436,-0.402434775808219,-0.653042339132507,0,0
3.31540077132474,1.40805900967322,2.43339564953728,-0.415165423169325,-0.653042339132507,0,0
3.3094610498455,1.4260424731032,2.41558901527341,-0.412882079675795,-0.653042339132507,0,0
3.312783379596,1.42636395000239,2.40662079081177,-0.398421548636202,-0.653042339132507,0,0
3.31917602080633,1.4325436914344,2.40669265127395,-0.389512347222965,-0.653042339132507,0,0
3.31806362390492,1.44177859002136,2.40658390543852,-0.380034017414344,-0.653042339132507,0,0
3.33374779042207,1.45861101865248,2.41550581040814,-0.387065117864703,-0.653042339132507,0,0
3.33857938676825,1.46954547932949,2.42450440882822,-0.380588143644189,-0.653042339132507,0,0
3.3582172859737,1.48739194612558,2.41611788537601,-0.38537001022965,-0.653042339132507,0,0
3.35882584948779,1.48709926503555,2.39808344091469,-0.377631245897809,-0.653042339132507,0,0
3.36837227118482,1.49673370561732,2.36144770397224,-0.373897057640979,-0.653042339132507,0,0
3.37317171177541,1.51076205601609,2.31286176861723,-0.373701160677776,-0.653042339132507,0,0
3.38402262811456,1.5117555910001,2.25152673011091,-0.364626552340586,-0.653042339132507,0,0
3.38112633270481,1.52033013192441,2.20769592735961,-0.357982703453738,-0.653042339132507,0,0
3.3855194845315,1.51744290556428,2.17420544443605,-0.352547142792138,-0.653042339132507,0,0
3.37445686323037,1.528656212175,2.12759049897974,-0.337432077044697,-0.653042339132507,0,0
3.36811537325032,1.53049931159844,2.09115887164208,-0.324586317911829,-0.653042339132507,0,0
3.38388901693025,1.52899846072247,2.0399159930054,-0.321696622498205,-0.653042339132507,0,0
3.4021016581968,1.52876043340695,1.98690047851561,-0.34791117275076,-0.653042339132507,0,0
3.39589559661223,1.52400009420617,1.94477012231769,-0.332595433677624,-0.653042339132507,0,0
3.40181892355153,1.52308150418936,1.93067514067054,-0.319248076201013,-0.653042339132507,0,0
3.41541156543664,1.52899381449065,1.90124575907034,-0.313461682353505,-0.653042339132507,0,0
3.41681041065723,1.53015641230516,1.90078813155448,-0.33189898549515,-0.653042339132507,0,0
3.4127027730274,1.52344155495333,1.90069632964738,-0.327461001753474,-0.653042339132507,0,0
3.43133890063742,1.52272041688815,1.97318820981845,-0.346445425700354,-0.653042339132507,0,0
3.41743520544396,1.52161223904306,2.05286515298577,-0.307398544949974,-0.653042339132507,0,0
3.43860217796574,1.52647315662617,2.16144030397673,-0.338030935706946,-0.653042339132507,0,0
3.44694651002812,1.53147855832388,2.21785208439505,-0.347223329867247,-0.653042339132507,0,0
3.45014057528881,1.5381073907447,2.2402827775903,-0.335632680871036,-0.653042339132507,0,0
3.44536935935242,1.53405702200085,2.25852143201776,-0.348858779209601,-0.653042339132507,0,0
3.43247785028886,1.53897371801125,2.28808922431097,-0.32258140134051,-0.653042339132507,0,0
3.43804278454989,1.55743243862483,2.31121474389886,-0.318107099790375,-0.653042339132507,0,0
3.46037954521603,1.566520264089,2.34234611545654,-0.334087889244354,-0.653042339132507,0,0
3.45395345612986,1.57402892360906,2.3723137735349,-0.324448219012913,-0.652965496594746,0,0
3.45087336474658,1.57503081378541,2.35586304729646,-0.333965290949981,-0.652965496594746,0,0
3.43986283189601,1.57019727838732,2.34585942490623,-0.321053313107774,-0.652965496594746,0,0
3.45357923333443,1.57132860514425,2.33712720493712,-0.327549405165408,-0.652965496594746,0,0
3.4637149006704,1.58338839002064,2.31371822256885,-0.325861203864129,-0.652965496594746,0,0
3.47827892524943,1.59400769872512,2.28885347057096,-0.355262441018042,-0.652965496594746,0,0
3.47501216381131,1.59881519844805,2.27094072839487,-0.354222446560292,-0.652965496594746,0,0
3.48369941565774,1.60112798540997,2.22084235730467,-0.356331867180656,-0.652965496594746,0,0
3.48927814548761,1.60052325467949,2.19189618109047,-0.359912417426615,-0.652965496594746,0,0
3.49490956185058,1.60100501056204,2.18372381908064,-0.367564408705752,-0.652965496594746,0,0
3.49180074400148,1.60644456410956,2.17375097729309,-0.369713349337846,-0.652965496594746,0,0
3.49381646666936,1.60681194508277,2.16034122854188,-0.366739239456399,-0.652965496594746,0,0
3.4975897776792,1.61260205281844,2.13771821217573,-0.357825118865441,-0.652965496594746,0,0
3.51025627984261,1.61448998155583,2.13139645640368,-0.361721619653769,-0.652965496594746,0,0
3.50655511418002,1.6141129754007,2.09970070832337,-0.358299270834286,-0.652965496594746,0,0
3.50924765664736,1.61972209744157,2.08156881624421,-0.358069582066679,-0.652965496594746,0,0
3.52574814043576,1.62338707682199,2.03182322226213,-0.352397981623541,-0.652965496594746,0,0
3.52588101782924,1.62953520548625,1.99088748118217,-0.35822291756999,-0.652965496594746,0,0
3.52888242157634,1.63701069484324,1.97203667497388,-0.362702570697368,-0.652965496594746,0,0
3.54119008933419,1.63873027858321,1.89844281189172,-0.364040900906174,-0.652965496594746,0,0
